id,text,sentiment,domain
3003,"हे जेवण खूप वाईट आहे, माझी फसवणूक झाली असे वाटते.",Negative,अन्न
3004,"हे गाणे लाजवाब आहे, वापरताना आनंद मिळतो.",Positive,मनोरंजन
3005,"ही छत्री टाकाऊ आहे, पैसे पूर्ण वाया गेले.",Negative,ऑनलाइन व्यापार
3006,"हा प्रकल्प अजिबात चांगला नाही आहे, सतत बिघडत असतो.",Negative,शिक्षण
3007,"हा कॅमेरा अत्यंत सुंदर आहे, सर्वांनाच आवडेल.",Positive,तंत्रज्ञान
3008,हा फ्रिज ठीकठाक दिसतो.,Neutral,ऑनलाइन व्यापार
3009,"हा चष्मा कमकुवत आहे, त्यामुळे मी निराश झालो.",Negative,ऑनलाइन व्यापार
3010,"ही खुर्ची त्रासदायक आहे, माझी फसवणूक झाली असे वाटते.",Negative,ऑनलाइन व्यापार
3011,"ही बस खूप उपयुक्त आहे, सर्वांनाच आवडेल.",Positive,वाहतूक
3012,"हा सोफा खूप छान आहे, सर्वांनाच आवडेल.",Positive,ऑनलाइन व्यापार
3013,"हा फ्रिज खूप महाग आहे, कृपया यापासून दूर राहा.",Negative,ऑनलाइन व्यापार
3014,"हा शर्ट बकवास आहे, त्यामुळे मी निराश झालो.",Negative,ऑनलाइन व्यापार
3015,"हे हॉटेल किफायतशीर आहे, वापरताना आनंद मिळतो.",Positive,प्रवास
3016,"हा पेन निकृष्ट दर्जाचा आहे, माझी फसवणूक झाली असे वाटते.",Negative,शिक्षण
3017,"हे कुलूप भरवशाचा आहे, मी पूर्णपणे समाधानी आहे.",Positive,ऑनलाइन व्यापार
3018,हे पत्र विदेशी माझ्याकडे आहे.,Neutral,संवाद
3019,"ही कार सर्वोत्कृष्ट आहे, त्यामुळे मी खुश आहे.",Positive,वाहतूक
3020,हे पुस्तक नेहमीसारखा असल्याची माहिती मिळाली आहे.,Neutral,शिक्षण
3021,हा टीव्ही विदेशी असा आहे.,Neutral,तंत्रज्ञान
